,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,classe
896,-0.3614605,0.76999664,-0.4443484,-2.5511672,-0.60948205,1.5681505,1.5820904,2.997654,-1.8068753,-0.34696543,-0.45087692,-0.9936566,-0.09257326,-1.973143,0.8021674,-1.3572947,2.5903559,-1.6515552,-1.5996022,-0.60907334,0.43923342,-0.16042702,2.6785023,-0.13931245,-0.48933193,2.8053517,-0.94871676,0.25924146,-1.078855,-0.7648748,0.9034249,-2.148784,-0.9487848,-0.76823497,0.23136003,-2.0045655,-0.673757,-1.1197244,-1.3241214,-0.54742205,0.5731881,-0.8939433,0.97339725,-0.09908793,2.2335114,-0.69625646,-1.7081472,-2.2722697,0.25851548,-0.46122763,2.8597836,0.7852655,-2.8772535,0.23356983,0.24075171,-0.67355305,-0.36971125,0.7175081,-1.6037328,-1.1782857,-1.3478007,0.4351119,-1.8677639,-0.47604287,-1.5943998,1.3875176,3.145833,1.1628842,-4.4084573,0.7264235,-0.35618517,1.2211481,1.4742173,1.9009854,-2.0192773,1.7025175,0.71636724,2.1213775,-0.80594814,1.3479103,0.27246994,-0.27204928,1.1174791,0.13798644,-0.47514474,0.8515332,-0.33340427,-0.33914956,-0.4795504,-0.674928,-0.5282803,-0.64400053,-0.33987033,0.52232474,0.68175447,-0.5284895,0.22612497,1.7966473,1.6566296,-1.533814,1
897,-1.4287891,-1.0388201,-1.7865098,1.496483,-0.25045133,-0.23490518,0.8603235,1.9930106,-0.98447853,0.14262499,0.37440243,-0.054943126,0.4019577,-0.11653972,0.5098358,-1.3668389,0.7755314,-0.22848853,0.4653662,-0.63127446,0.7969995,1.6488457,-1.4008336,-0.18778835,-0.02454548,0.7495165,-0.22392496,-1.0640246,-0.76888496,-1.3109226,1.8714818,0.07298433,0.4726684,0.014154711,-0.59570104,1.036841,-1.0644548,0.013421902,-0.30625167,-1.005412,-1.0111312,0.47290096,0.6391142,1.3298161,-0.75931853,1.0751125,-0.18722466,-1.4652969,-2.2783365,0.6222711,0.18936527,0.08289664,0.046195958,-0.95229197,1.0091985,1.1786883,-0.9319002,1.0717704,-0.5889005,0.25303787,0.28829983,-0.00016267487,0.25431314,-0.31767425,-1.7669373,1.7108877,1.3311721,1.9984807,-0.67514646,1.2503724,-0.24723321,-0.7729865,0.349624,1.1378741,0.95861506,-0.14148517,-0.06112884,1.4354397,-0.19642366,-0.7638027,-0.16189729,-0.15445451,-0.7258938,0.2546906,-0.68075734,2.3133235,1.6354538,0.051779304,0.5741526,-1.0258071,-1.0502415,-0.3121194,-1.8177253,-0.87020564,0.6194003,0.6875517,-1.5536462,-0.5306114,0.21237011,-0.6378404,1
898,-1.5384396,0.95230705,-1.1505065,-1.7905735,-0.3353339,0.8992397,0.70558023,-0.784166,-1.5580864,-0.19864593,-1.4875346,0.993002,-0.67824,0.709896,-0.29187834,-1.4486678,-0.8916576,0.26183143,1.1507508,0.13924217,-0.55947244,-2.471476,1.925311,1.6075088,1.1567361,2.0663364,1.41897,0.77801394,-0.55468136,-1.1507277,-1.311538,-0.71147996,-1.7654909,-2.5968204,0.9348082,0.122744225,0.2163945,-0.48512283,-0.432917,-1.0786383,1.2159823,-1.8554318,-2.3957527,2.0821154,0.54549783,-0.1338479,1.448103,-1.7572974,-0.7461559,-0.91336125,0.19996609,0.36280665,-0.8895038,-0.83979404,0.2649829,1.0214243,-0.3030514,1.5390244,-3.287314,0.61185366,-0.23775728,2.92939,-0.8346922,-0.121303,-2.7824202,1.9016798,0.82423663,0.8933657,-2.124069,-0.15491909,0.9893133,-0.853115,1.3939582,-1.3894377,-0.07695186,0.798222,-0.40787485,-0.029603403,-0.497203,0.09913336,-0.33116376,-1.7480838,2.2264342,-0.40992108,1.3604406,-1.1564696,0.08265729,0.3653503,1.6279348,-2.232471,-1.4157134,0.9651047,-1.3926082,-0.7625427,2.1786711,0.13794541,-0.37867606,-1.3437365,0.11618671,0.33028278,0
899,-0.5630721,1.6220639,0.9007613,-0.89569026,-0.5513312,-2.2341402,3.4190483,-0.6815639,-0.32373953,-0.4000988,-2.8462749,-1.4286633,2.3832426,0.6815977,0.59363145,-0.0968755,-0.716245,0.23822431,-1.290876,0.7520025,-0.10436027,0.51366967,0.21507964,-0.38767183,2.6621835,-1.2926768,1.8814931,0.3000535,-0.27688715,-1.9133576,2.4254758,-0.41006896,-0.7826837,-0.7848815,-1.1119187,1.1964772,-0.81817514,0.61050206,-0.27509212,-1.5312397,-2.3186007,-0.8668031,-1.8126336,-3.8857148,0.16123365,-1.4962155,-2.4300332,2.4375925,-3.4162893,2.2425535,-0.92446154,-1.3951643,-2.3016284,-0.13176103,0.4166456,0.43487838,0.7426501,-1.1923665,1.986088,0.25278974,-0.7903864,-1.7417163,0.85507876,2.6790497,-2.4604278,0.96004236,-0.5974439,0.102128245,-0.99692345,0.8654899,0.4872823,-0.5637912,0.82304215,1.1439518,-0.14434507,0.257814,0.75275564,0.71287817,-1.0754247,1.4330506,-0.7973515,1.3910745,-0.97322446,1.3045,-0.44273934,-0.5856008,-1.4542775,-0.12162221,2.1516705,-2.319541,1.6412318,0.048828278,-0.24120882,1.1682787,1.3239646,0.7936769,-2.2260315,0.9037353,0.015713306,-2.26115,0
900,0.6465389,2.930337,-1.9153628,0.030786848,0.17074941,0.1571693,-0.7716678,1.2045883,0.8819598,-0.12627603,-0.201734,0.22603327,0.11199391,0.35017014,-0.016940033,-1.6210611,-0.03267493,-0.47913978,-0.2999738,1.002615,1.4188794,-0.7076519,1.1222569,-0.75221217,1.3258007,-0.3800552,1.0092236,-0.33629453,-0.6042931,0.047878336,1.1698288,-0.38969758,-0.53723896,-0.3547864,1.2287014,0.0028804364,0.18708926,-0.09976434,2.0398264,-0.8415816,0.5203013,0.76604116,-1.4121885,0.36447835,-0.6569939,-0.09408494,0.58460563,-0.7391983,-1.2607213,-0.41863105,0.4951768,-0.5574033,-1.1017959,-1.2350308,-0.7613824,-1.8738911,0.5519843,0.591582,-0.037401486,0.563247,1.3019999,-0.21171962,0.29501474,0.40317112,-1.0342327,0.13400267,-1.0447152,1.2309277,-0.70572776,-0.6218994,0.49839914,1.0718832,1.3280994,-1.1009938,-0.21486154,0.06529476,-0.034311365,-0.88015634,-1.1383832,-0.9072477,-1.3559263,0.6093252,0.76626915,1.0839884,-0.75695115,1.0048944,0.7597444,-0.052329816,-2.1311977,-3.0572512,-0.004716225,2.062435,1.3969461,-0.25441557,0.18704435,1.4707632,0.5645932,0.54087204,-0.2073674,-0.5961133,1
901,-0.33785626,1.0682465,0.7211994,0.40479246,-0.00960991,-2.2982213,-0.8685958,0.9285716,0.069619,-0.0016237024,-1.2074157,-0.13670474,-1.844274,-0.7542485,-0.46107772,0.906002,0.58660436,-0.42898464,-0.2939101,1.2932575,-0.6021775,-1.829269,0.21010715,0.41463006,0.12233477,-1.0960845,0.48594013,0.8533166,0.80185854,-1.2169229,1.5691525,-0.15121585,-1.6700188,-0.55513537,-1.2271736,0.96342754,-1.1044543,0.013524763,0.29763177,-1.2981614,-1.7030845,1.0383759,-0.06674852,-0.19329457,-1.1162713,0.37365505,0.44553256,-0.65090513,-1.0830086,0.94231135,-1.4064628,-0.6077792,-0.24682362,-2.8483498,1.1168951,1.2837194,-0.5103889,-0.9645717,0.19437608,-2.0222282,0.088910595,0.2254576,0.025586497,-0.16166793,-0.83186215,0.5523335,1.0364894,0.16873018,-0.646319,2.500803,0.29553345,-0.43289304,-0.044609193,-1.2484715,0.87840015,0.96390593,-0.15430038,0.17552239,-0.60238534,-0.5095705,0.469004,2.1858416,-1.2440585,1.1388085,-0.8654735,-0.34227097,1.7041107,0.23672648,0.832576,0.21790117,0.4673039,1.030606,0.5638885,-0.3627331,-0.82605857,1.6299497,0.31925172,-0.65298605,-0.6201053,0.49228567,0
902,-0.22220743,-0.25554496,0.08314738,-0.37883988,-0.056272432,-0.3391841,0.11695537,1.065434,0.30224186,-0.037979856,0.703285,-0.4673783,-0.08422788,-0.26750773,0.97501653,-0.77287614,0.18934767,-0.5775121,-0.12172804,-0.6534308,-0.27463514,0.48121664,0.43394598,0.09228453,-0.41684943,0.7616702,0.07700389,-0.35333833,-1.1214502,0.3041529,0.8998923,-0.45892102,0.613554,-1.4430848,-1.0791706,0.59211856,-0.18112916,0.18109168,-0.8764438,0.041466784,0.34915787,-1.333162,-0.34178188,0.9448778,-0.8655427,0.1981595,-0.27711633,-0.72656053,-0.42363092,0.48657244,0.6770398,0.29578626,-0.3896085,-0.43028277,0.19774508,-0.07331959,-0.61987174,-0.011987594,-0.39861813,-0.08540908,-0.26389012,0.011755997,-0.4779012,-0.30829254,-0.28527755,0.70079875,-0.26258016,-0.2898779,-0.8252678,0.9852815,-0.08664152,0.59960234,0.090654686,0.18258964,0.8975109,-0.5572023,0.64998215,-0.63065714,-0.24505962,-0.07393761,0.12912723,0.42074573,-0.092896156,0.044852003,-0.548884,0.24306823,0.7191967,-0.061632127,-0.05319947,-0.93475044,0.053667948,-0.025757438,-0.19814423,-0.5443147,-0.25743014,0.2900314,0.102385856,0.20251481,-0.01510483,-1.0280663,1
903,-0.1774196,-0.0007260375,-0.26598382,0.4945881,0.4767346,-1.1644673,0.46327004,0.8353727,0.19904447,-0.6861197,-0.52480596,0.3255059,0.11337421,-0.4168739,-0.379216,-0.7790291,0.36372384,1.2629988,-0.7627634,0.22336142,0.70411503,-0.24929638,0.93053365,0.10705046,-0.07725392,-0.23169062,-0.6091788,0.07870264,-0.15253404,0.223402,1.254532,-0.3810686,-0.71354616,-0.50896287,-1.2274816,1.1291579,-0.13581723,0.37017173,0.115031995,-0.33870223,-1.0578932,-0.22306925,-0.49370605,-0.079508185,-0.032956176,-0.76110834,0.008162204,-0.073154785,0.34247634,0.35763842,1.0814726,0.33139965,-0.68450844,-0.46192124,0.17485169,-0.934431,0.23407021,0.03565546,-0.48423466,-0.92065734,0.22060429,0.17532241,-0.57932216,0.05551859,0.27412492,1.2161173,0.278274,-0.1345372,-1.4824528,0.31665653,-0.6625937,0.8511154,-0.94610995,-0.6430595,0.48781854,1.104764,1.4665534,0.37804967,-0.27808657,-0.37007004,-0.31829965,0.86013407,0.038068224,0.031253543,-0.36301833,-0.030106787,0.16462165,-0.66048443,-0.32276374,0.035702083,0.5576805,0.49390042,-0.12740292,0.092595145,1.1140742,1.051431,-0.3845254,0.30069864,1.7379156,0.08622257,1
904,-1.6752961,0.15545033,0.12194509,-1.987314,-0.32601222,0.32514095,-0.90715086,2.5863323,0.041484173,-1.2224874,1.2179109,1.0247762,-0.016442979,-0.055814657,-0.47114652,-0.086680345,0.6978218,-0.56292903,-1.4933723,-2.1610668,-0.5594245,-1.5383096,1.458693,-0.21139371,0.29436454,-0.5843194,0.3891517,-1.1921958,-1.63707,-0.57113767,0.8562671,-0.37190142,-0.06761185,-1.08151,0.48603487,-0.21345332,-0.5006183,0.1834102,1.6383758,-0.37699386,-0.9695215,-0.6095528,-0.12506971,-0.9851603,0.61966425,0.47216982,-0.104569405,-1.2961286,0.25911742,-0.7172763,-0.41579303,-0.9589438,-1.3175628,-1.1967798,-0.30454913,0.6876993,-0.2177597,0.22966573,-2.377354,0.36327165,-0.56113684,0.7667663,-0.060556028,0.14921625,0.5293849,0.13324803,2.5354822,0.34411618,-0.27777642,-0.96265435,0.035618957,0.92638546,0.37095606,0.07443759,-0.060270116,-0.36887163,-0.43065467,1.2310191,-0.35458225,0.7178691,0.6968413,-0.90395224,-0.75294024,-0.68622273,-1.3076847,0.016843142,-0.75078607,-1.3342096,0.6719443,0.34737417,-0.24043709,0.232518,-0.36477354,0.44460097,0.66074294,-0.0350883,1.7196395,0.9151821,0.7961464,-0.24824564,1
905,1.6125149,-1.4470863,0.8277006,0.71337885,2.3455431,0.37875196,-1.3800486,0.6647806,-1.1444229,0.81913114,-0.17660871,0.6307079,0.01577426,0.65298134,-1.3351496,-0.37893945,1.47047,-1.527429,0.16932015,-0.36322692,0.70524025,-0.80249035,0.94398093,-0.6816226,0.37144232,-0.18949372,0.8564962,2.7671676,-3.6684723,1.5258815,1.1070759,1.5710368,-0.43721792,0.71729803,-0.3690173,0.7006725,0.5573227,-1.2447242,1.6093895,1.9145478,-0.17408428,-2.0518024,-2.1112757,-1.1201787,0.20998952,0.72257465,-1.5639038,0.67966765,-1.2962811,-1.5500355,-1.3267256,-0.3055895,-0.9558933,-0.47194538,-0.46902496,2.834911,-1.6224797,-0.48203373,-4.5049834,-0.32325044,-0.04491802,1.1594098,0.7906944,0.15520743,1.4532433,0.3894991,1.5715915,-1.093356,-2.2430599,2.4450033,-0.12725812,0.2269301,1.2427206,0.11447054,0.6754252,2.3648753,-0.2432367,0.9582115,0.20289348,-0.8511406,-0.91306776,0.27265888,-0.99733245,1.5730954,-1.0540721,-2.4182777,-0.16674346,1.1348579,0.19166829,-4.176938,-0.5981968,1.6265523,0.3598372,0.36410868,-0.69454217,0.6290848,-1.5128992,-2.0515575,0.1250381,1.2996151,0
906,-2.0430589,0.20402901,2.726631,0.487155,0.6219059,0.88814163,0.69434404,-0.19986475,-0.9587541,-1.3158047,0.7208905,1.6543821,2.2136593,0.17112173,1.0089017,-1.3145627,0.43778014,-1.9383309,-0.17319569,-0.027417202,-1.0659156,1.9291476,0.53279835,-0.24873035,1.2513405,0.524892,-0.36376023,-0.86038136,0.039234664,-1.888099,2.2361107,2.0275662,-1.2223964,0.14902692,0.09277717,2.1363225,0.1265576,1.8288176,-0.80473894,-0.11940696,-0.78192735,-1.6183053,-1.2402352,0.3078777,2.927766,0.49704972,1.9135787,0.97823656,1.1439997,0.5346548,-0.4828792,1.3066423,1.4665569,-0.6054786,-1.8926213,1.7816641,0.5490973,1.2030026,-3.5718005,-0.13093786,0.96774864,1.037443,-1.1868911,-0.14559533,-1.1090859,0.7106687,-0.22089513,0.07656649,-2.1431894,-0.2680746,-0.18422382,-1.412919,-1.4055353,-0.4882989,0.08226095,1.0249717,3.1471024,-0.3315417,-2.9196355,1.0248464,-1.1422229,1.0063446,-3.399598,0.09686834,-0.3203177,0.510821,-0.06146337,1.1510409,-0.11302967,-0.45072937,-2.2115943,0.26392767,-0.0038315272,1.7133301,2.6759343,1.642669,-0.13247758,1.1370057,0.45439264,-1.2499131,0
907,-0.16800219,0.17943016,-0.30254865,0.4829333,-1.3053888,-1.2060145,0.010076088,-1.0093291,-0.64902294,-0.22220895,1.9045361,-0.8774565,-2.824077,-1.2190938,-0.12602444,-1.6104051,0.5080026,-1.8372715,1.8305626,0.4960121,1.0261673,0.80931216,-2.5555463,1.4057536,2.4699228,0.16874178,0.6789366,2.5147734,-0.46729758,0.9790181,2.771548,-0.49032295,-0.5147166,0.2579724,-0.860277,0.25459614,-1.9354129,-0.5334517,-3.7140875,-2.4499574,-0.44819796,1.1279078,-2.2468376,0.8126548,-1.2455809,0.38692534,0.5278001,1.5664859,-0.94210774,0.31204844,-2.4552743,0.46489367,-0.8820364,-3.4703481,0.7275071,-0.257249,-0.26265213,0.7509447,-1.0591245,-1.7249795,-1.9057626,0.86898524,0.211199,-0.181895,-0.045366548,5.119152,1.9025117,1.3644917,-1.5349396,1.0790128,-1.9474543,-2.139072,1.0545475,1.3357078,1.5683758,-0.9673504,1.4021572,-0.9242659,-0.69815516,-1.3768429,-1.376365,1.3146574,0.05558104,0.68535286,2.325963,0.29184353,1.205939,-0.2821375,1.2851802,1.0697633,1.5189732,-0.9663739,2.277542,-1.3570422,-1.6454042,3.6545053,-0.26510987,0.25636423,0.36599874,1.0979898,0
908,0.836212,-0.4033173,-1.2969711,-0.2657922,0.031399146,-0.021090342,-1.4388587,1.3076073,-0.905292,-1.2230341,-0.81582475,-0.6162716,0.535026,-1.016623,-1.0720801,-0.48211232,1.0959625,-0.04717313,-0.11571523,-0.033787966,0.24765821,-0.271142,0.166151,0.14529547,1.1227754,1.682861,-0.48872256,-0.10902996,0.008855248,-0.46479058,0.1833227,-1.3305424,0.026508313,-1.4203914,-0.4033332,0.55800676,-1.9493951,0.103649944,-1.6867849,-0.53928006,0.049880084,-2.2491674,-0.14954899,-0.57608944,1.9592165,-0.6918523,-0.5552354,-0.8899966,-0.29360956,0.3252346,1.1445441,-1.1539912,-0.93426794,-1.0306603,0.38976118,0.9273398,0.6564951,-0.5594251,-0.5013417,-0.23605222,-1.0024728,-0.34288955,-1.2515007,0.07981534,0.36573446,0.38834494,1.0339619,1.6164825,0.38491845,1.5901875,-0.4199261,0.9017457,0.6310356,-0.31014782,0.45301723,0.31796965,-0.61725,0.5917099,0.12425744,0.9962509,-1.0967019,0.22961183,-0.10317132,0.7001,-0.7107199,-0.45012212,0.8830583,0.88000816,1.0146177,-2.0287719,-1.4356648,0.90621394,-1.5919031,-0.530373,0.8479524,1.0445831,-0.35446003,-0.35215387,-0.42274225,0.17345445,1
909,0.31819174,-0.7565756,-0.24643412,1.6605899,-2.0089898,1.0873199,-3.4907289,1.6208693,-1.0672113,-2.4872546,-1.7195969,-1.6547948,-0.017705299,-0.69275373,-1.5721097,-1.7230084,0.902168,-1.1357656,-1.9200082,0.05587885,-0.7448102,-0.55382735,0.15354648,1.5820708,0.36997622,0.33568725,-0.75007665,0.85294724,-0.7623064,-1.5467632,0.4606146,-0.4254868,0.25199035,-1.4259504,-1.0888833,-1.2867522,0.8117524,-0.7309843,-1.7198442,0.80483454,2.1156464,1.0842785,-2.1641006,1.8016495,-0.35707024,0.9232191,0.20173313,-3.469688,-2.9725218,-0.56243736,1.7741286,0.40068725,-1.0624188,0.19179273,1.0245306,-1.1350285,1.9580432,0.9792485,-3.486257,0.26733798,-3.5173151,-0.092581265,0.08989565,1.0279527,-1.3091211,2.0859246,-0.76979935,1.3545322,-0.38185492,3.3616812,-2.9672456,1.4038337,-0.48487246,0.52950597,1.2296796,-0.020075865,1.3697689,2.2409058,1.3313278,1.958123,3.022076,1.3235878,-1.1126268,0.46398962,0.37958914,-1.3485476,-1.8725052,-0.87877053,-1.8844788,1.5064378,-0.4785532,1.9658545,-0.8205897,0.3342441,2.2740178,0.9753587,3.6130102,-0.35306942,-2.0792665,-1.6039691,0
910,-1.0157307,-1.3275682,-1.7599964,-1.8661766,-0.674595,0.063405104,0.11539989,0.46392176,-1.8960439,0.32826224,1.6352484,-0.29922196,-0.831464,0.5163083,-1.8195267,0.7249912,0.7787683,-0.6101545,-0.1661731,0.12956473,1.3743355,-1.9940078,0.57318795,1.263698,2.4419103,1.3804812,-0.18125905,0.40272623,0.15938891,-0.81763786,2.6368308,-2.386794,-0.83019257,-1.8708459,0.43201193,-0.42816454,0.40224838,-0.22095801,-0.12434848,-1.143273,0.27798128,-2.064104,-1.4029073,1.2768345,-0.6348626,1.247875,0.48053464,-1.1836002,-0.3987426,-0.8738894,-1.1627841,0.73240334,-1.4177859,-1.0126413,-2.1751258,-1.8252016,-1.2464489,1.2544855,-1.5997254,-1.1333029,-1.4030063,0.19905679,-0.3882412,-0.14739941,-0.32503602,2.2013156,1.5158969,0.2831331,-2.1072652,-0.5303099,-0.65513027,-0.10190099,2.2065551,-0.2777335,-1.7007605,0.22613378,-0.47859237,-0.09223739,-0.57994723,-1.4299616,0.3445497,-0.6594385,-0.29857174,-0.51782197,-2.9171636,1.5032123,-0.10292329,1.7039082,1.292791,-2.0284042,1.1089852,0.96598196,-1.283307,-1.1957285,-2.0122614,0.7404361,0.5830849,-1.8174106,-0.57628375,-0.9301866,1
911,-0.8197113,1.1732004,-0.36657518,-0.92490286,-1.0442098,-0.105544895,-1.1549014,1.958297,0.26418543,-1.640907,-0.12775876,-0.009664712,-0.9668069,1.517135,0.7151465,-1.9392436,-2.3347955,-0.23301885,1.2919846,0.44649532,1.4933141,-2.2354898,-0.35300848,0.8684828,-0.017500564,-0.033155084,-0.6082154,-0.67265916,-0.04205298,-0.21750273,3.2055964,-0.08137719,0.8853312,0.7117337,-0.4272579,0.4519989,-1.6796032,-1.6509157,1.5462475,1.8113722,0.82152146,-0.7201132,0.056561776,-0.054895274,-0.82647586,-0.7557696,1.6468736,0.07023974,0.23128878,-0.08816011,-0.104268685,-1.9286032,-0.17522763,-1.4079717,-1.4886448,0.4900365,0.5256966,0.46654528,-1.6388493,-1.0519847,-0.9183694,1.076382,1.0420434,-1.0469757,-0.6702248,1.5806583,1.640754,1.1193271,-0.07788988,1.653091,-0.4822353,0.41835442,0.5306119,-0.75906694,-0.4623534,-1.0164574,0.48953328,0.37617803,-1.2506845,-3.4730544,-0.17642543,-0.78922534,0.26636449,-0.4919944,-2.0278332,0.6534618,-0.46122608,-0.35636783,0.79039735,-0.75440544,1.394725,0.27605706,0.29612282,-1.4720904,0.75475234,1.6850024,-0.8030583,1.8817157,1.1171428,-0.57032645,0
912,-0.21794711,-0.21220827,-0.22370219,-0.6838652,-1.6483711,-0.9154812,-0.23113295,1.3352253,-1.4255247,-0.501829,-0.8517135,0.34537047,-0.58811754,1.4282851,1.1169264,0.05323613,-0.55024296,0.9297622,-0.21163967,-1.009962,0.85606587,0.1218035,0.013930212,-0.16842417,0.7427074,1.6700408,0.14814322,-0.1404934,-1.6379733,-1.0714372,1.7267973,-0.919073,-1.1405169,-0.7893119,-1.2870761,0.9070044,0.020491652,-1.3179297,-0.5788338,-1.6256582,-0.6422233,-0.82127535,-0.1080162,-0.73159087,1.4500401,1.7422194,1.1001824,-0.28413868,0.76417977,0.047062434,-1.7101308,-0.58774704,0.41638622,-0.7983282,0.14799625,-0.42311063,0.13523893,0.6270619,-0.022003856,-0.26900917,-0.4554661,0.8556078,-0.35849753,-0.30476734,-0.81975347,0.4009576,-0.40308174,-0.00078777643,-1.0212268,-0.5701686,-0.7221297,-0.024998311,1.2049525,0.39538902,0.011210776,0.4157648,-0.9303084,-0.66259706,-0.49483636,0.09955007,-0.16427638,0.7706431,-0.091416866,0.29628795,-0.8904558,1.7776583,-0.06612813,1.0897236,0.14753683,-1.075596,-0.99011517,-0.49253953,1.2907877,-1.5648525,0.47469798,0.56126034,0.5193174,-0.040471632,-0.23659451,0.42344648,1
913,-0.68689746,0.65335757,0.5355802,0.4266555,0.17365138,-0.53887004,-1.6102291,1.3834628,-0.41763493,-0.4790767,0.30631357,-0.18953505,-1.0072294,-0.452395,-0.9772967,-1.014745,-0.04469319,-0.24284703,-0.26491204,-0.61953056,-0.00831832,-0.7018184,0.24401334,0.3493539,0.6658322,1.3001553,0.9660009,0.9488809,0.06403544,-1.5046791,-0.09856028,0.3234386,-1.2479038,-0.4439589,-0.9604336,1.9131842,-0.16212055,-0.26225373,-0.20019805,0.3955334,-1.5631604,-1.2204378,0.046969753,-0.20391527,2.094286,-1.346125,0.9592015,-1.8009446,0.29581302,1.2179012,0.51339245,0.68563485,0.2511482,-0.032619156,-0.20712465,0.6054244,-0.24467893,0.4501169,-0.40998235,-0.8246325,-0.61340034,0.3727152,-0.67873394,0.20013443,-1.5526298,0.49376574,0.7359277,1.3583615,2.0794444,1.9125856,-0.31462523,0.6051203,0.2210829,0.028292948,0.42217728,1.3602613,0.2500603,0.30869177,-0.793659,0.14228544,-0.23021236,0.3966456,-0.9310671,0.7668317,-1.5441651,-0.39964658,2.069033,-0.91722506,0.1473577,-0.91313976,-0.9898908,-0.41476834,0.08214473,0.4430093,2.2133393,1.0450128,0.24102639,-0.09854121,0.6217069,-0.4182849,0
914,-1.4492742,0.94437194,0.6728541,0.86367345,0.07152866,-0.44101894,-0.21402122,1.7302557,-0.31099522,0.5799078,-1.2161019,-1.7216374,0.10795962,1.1734705,-0.44490975,0.2939187,-0.33585602,-2.3965476,-0.24443106,-0.123766765,-0.9491219,-1.3799092,0.21818288,-0.085527495,1.1299553,0.15904124,-0.57153654,-0.119539365,-1.771446,-1.0472299,1.150095,-0.042779893,-2.0007823,0.116568245,-1.1316693,1.1418755,1.2022681,0.2520007,-0.53683186,-2.1413703,-1.6986504,-1.0018214,-1.476039,0.118219584,1.1728234,-0.90204954,-0.6116548,-1.2969307,1.4160376,-1.6625965,1.8529493,0.9433699,1.1386769,0.72444034,-0.24770509,0.8406419,-0.9848215,0.7436954,-1.035721,0.97367084,-0.7873831,0.25768596,-1.4211917,0.39016837,-0.90793353,1.4155127,0.16466035,0.81180924,0.5225578,1.0722654,-0.16474238,-1.3917737,1.1857625,-0.061732054,0.72171265,-0.37077287,0.65853935,0.589586,-0.94538313,0.7847103,-0.027772132,-0.019366056,1.5582157,-1.2577623,-0.42791373,0.06456214,-0.26089606,0.580316,-0.051214304,0.6216808,-0.56418884,0.3369471,-0.52445537,0.7192377,-1.3069612,-0.14199984,-0.7976869,1.1760243,0.47458082,0.091472104,1
915,0.7820136,-0.17409465,-0.28328627,-1.1670549,0.92115724,1.5093524,-0.5118333,1.2754794,-1.6968012,-1.8045156,0.5900711,-0.4816549,0.36310658,0.25511706,0.52418107,-0.9230722,0.03553513,-1.1186857,1.1452994,2.4527438,0.8746265,-1.6009523,1.0157417,-0.3096194,1.2225506,1.3962876,1.3213453,-0.34805304,-1.5411474,-1.0512501,1.1733433,-1.6276027,-0.757171,-1.3462944,1.9577873,1.1330565,1.174987,-0.9519009,0.2850832,-1.1507725,-0.961641,-1.2503028,-2.0256906,-0.673641,0.88085204,0.8222912,0.6585019,-1.6811792,-0.41331816,-0.07681944,-0.9323628,0.46854347,-0.49862573,-1.9432433,-0.5560899,-0.14614931,-1.0667809,-0.2587169,0.42735985,-0.451265,-1.1357889,-0.6864213,-0.8548739,0.62729084,-0.016452162,2.258807,0.75713557,1.3821294,-1.1316105,1.8541492,0.25957045,-0.94223076,1.5841951,0.023264417,0.17253305,-0.11504442,-0.23964417,-0.92091984,-0.4105703,0.23918127,0.5545116,0.43694246,-0.3425123,0.31282556,-2.022453,0.49449202,-0.68555194,-0.31650588,0.029071014,-1.5329528,0.40047005,0.5352218,-0.2561466,0.09079281,0.47591373,0.44097978,-1.1908612,-0.7065503,0.37651268,1.1045407,1
